Country Name,Country Code,is_oecd,Region,IncomeGroup,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Montenegro,MNE,FALSE,Europe & Central Asia,Upper middle income,63.7056097561,64.3917804878,65.061902439,65.702902439,66.3082682927,66.8843902439,67.4471707317,68.012195122,68.588097561,69.1695853659,69.7398292683,70.2760243902,70.7584146341,71.1752682927,71.5238536585,71.8110731707,72.0502682927,72.2639756098,72.4680487805,72.6697560976,72.872195122,73.0703414634,73.2557073171,73.4218536585,73.571097561,73.7113414634,73.8551463415,74.0068780488,74.163902439,74.3179756098,74.4433658537,74.5104146341,74.5006585366,74.4086097561,74.2422195122,74.0222195122,73.7787804878,73.5490487805,73.3638536585,73.2386341463,73.1820487805,73.1879268293,73.2390487805,73.3211707317,73.4337804878,73.5842926829,73.7855121951,74.0406341463,74.3454390244,74.6878292683,75.0452926829,75.3913170732,75.7050731707,75.970195122,76.1807073171,,
Georgia,GEO,FALSE,Europe & Central Asia,Upper middle income,63.4318536585,63.8318536585,64.2343414634,64.6388292683,65.041804878,65.4367804878,65.8187560976,66.1822439024,66.5257317073,66.8492195122,67.1592195122,67.466195122,67.7771707317,68.0911219512,68.4025853659,68.6945609756,68.9435853659,69.1356585366,69.2662926829,69.3394878049,69.3762439024,69.4040243902,69.4492926829,69.5280487805,69.6412439024,69.7748536585,69.900804878,69.9926341463,70.0353414634,70.0324634146,69.9996097561,69.9608292683,69.9477317073,69.9823414634,70.0756829268,70.2327317073,70.4519512195,70.7147317073,71.0035121951,71.3072195122,71.6158292683,71.9182682927,72.2110731707,72.4902439024,72.7502926829,72.9902439024,73.2121463415,73.4210243902,73.6214390244,73.8154146341,74.0024390244,74.1820487805,74.3527073171,74.513902439,74.6686341463,,
Europe & Central Asia (excluding high income),ECA,FALSE,,,63.3807315965,63.9042234704,64.3017848226,64.6703361859,64.9726255731,65.2015606536,65.3754502198,65.4986874442,65.6466364567,65.735917189,65.9826691208,66.1875438188,66.2308441826,66.3381169569,66.4396143511,66.2555785929,66.2346571023,66.2395333165,66.3048852585,66.2462891758,66.3713762576,66.5872641362,66.9222642583,67.043527649,67.0395775544,67.4496748082,68.205454964,68.3723310539,68.4396944636,68.3872715668,68.2562652882,67.9967585942,67.3472083966,66.4815189953,66.2310336328,66.4855937603,66.909413321,67.4778412962,67.6208287567,67.5900852348,67.567306347,67.8203056354,67.7794803749,67.9037561216,68.2151074778,68.3362991507,68.9341978426,69.4225641252,69.6907704677,70.274393774,70.5864807742,71.1155855767,71.5362036442,71.7361671378,71.8947256627,,
Lebanon,LBN,FALSE,Middle East & North Africa,Upper middle income,63.2801219512,63.5859756098,63.8804146341,64.1644146341,64.4414390244,64.715,64.9880487805,65.2625365854,65.5369756098,65.8103658537,66.0787073171,66.3370243902,66.5798536585,66.8052195122,67.0121463415,67.1996585366,67.3677317073,67.5213902439,67.667097561,67.8103658537,67.9566585366,68.1134390244,68.2827073171,68.4684390244,68.6736829268,68.8979756098,69.137902439,69.3905121951,69.6532926829,69.929195122,70.2211463415,70.5360487805,70.8767804878,71.2462195122,71.6438780488,72.068195122,72.5171707317,72.9838780488,73.4614146341,73.9448292683,74.4317073171,74.9221463415,75.4146585366,75.9033170732,76.3801219512,76.8325853659,77.2467073171,77.615902439,77.9391707317,78.2194878049,78.4653658537,78.6898536585,78.9084634146,79.1337073171,79.373097561,,
Portugal,PRT,TRUE,Europe & Central Asia,High income,62.8089268293,63.2523658537,63.6941463415,64.1322926829,64.5638536585,64.9894634146,65.4062682927,65.8168292683,66.2216585366,66.6217560976,67.0731707317,66.7707317073,68.3243902439,67.5243902439,68.0195121951,68.3097560976,68.8609756098,70.012195122,70.3170731707,71.1682926829,71.2146341463,71.6146341463,72.4146341463,72.2658536585,72.5146341463,72.8146341463,73.2658536585,73.6658536585,73.7146341463,74.2658536585,73.9658536585,74.0146341463,74.312195122,74.512195122,74.9146341463,75.312195122,75.2609756098,75.412195122,75.712195122,75.9634146341,76.3146341463,76.8146341463,77.0658536585,77.2195121951,77.6707317073,78.0707317073,78.4195121951,78.3219512195,78.5243902439,78.7268292683,79.0268292683,80.4707317073,80.3731707317,80.7219512195,80.7219512195,,
"Bahamas, The",BHS,FALSE,Latin America & Caribbean,High income,62.7290487805,63.0725121951,63.4080243902,63.7370487805,64.059097561,64.3746829268,64.6837804878,64.9873902439,65.2850243902,65.5766829268,65.8638536585,66.1455609756,66.4222682927,66.693,66.9587560976,67.2200243902,67.4763170732,67.7281219512,67.9749512195,68.2187804878,68.4586097561,68.6954146341,68.9296829268,69.1604634146,69.3872439024,69.6106097561,69.829097561,70.0427804878,70.2496585366,70.4477804878,70.6306585366,70.791804878,70.9296341463,71.0481463415,71.154804878,71.2625609756,71.3904390244,71.5498780488,71.7478780488,71.9843658537,72.2542926829,72.545097561,72.8412682927,73.1272926829,73.3946585366,73.6388780488,73.8584634146,74.0594634146,74.2474390244,74.423902439,74.5923902439,74.7544146341,74.9144634146,75.0735365854,75.2336585366,,
Trinidad and Tobago,TTO,FALSE,Latin America & Caribbean,High income,62.6575853659,63.2537560976,63.760195122,64.1613902439,64.4557804878,64.6517560976,64.7701707317,64.8479268293,64.918,64.9998780488,65.1106341463,65.2603902439,65.442804878,65.6469512195,65.8713414634,66.104902439,66.3374878049,66.556,66.7518536585,66.9210487805,67.0626829268,67.1798780488,67.2812682927,67.3759512195,67.4664146341,67.5566829268,67.6492439024,67.7429268293,67.8371219512,67.931195122,68.022902439,68.1105853659,68.1916341463,68.2641219512,68.328097561,68.3837560976,68.4308292683,68.4726097561,68.5113170732,68.5515609756,68.5964390244,68.6489512195,68.7104390244,68.7842682927,68.8718292683,68.9790487805,69.1083414634,69.2596585366,69.4289268293,69.6105853659,69.7975609756,69.9803170732,70.1513902439,70.3052926829,70.4405609756,,
Brunei Darussalam,BRN,FALSE,East Asia & Pacific,High income,62.5003658537,63.0489512195,63.575902439,64.076195122,64.5483170732,64.9922926829,65.4121219512,65.8143902439,66.2051463415,66.5884146341,66.965195122,67.3355121951,67.6988536585,68.0536829268,68.4005365854,68.7393902439,69.0712439024,69.396097561,69.7134390244,70.024804878,70.3296585366,70.6275121951,70.9193658537,71.2062195122,71.4860731707,71.7599268293,72.0287804878,72.2926341463,72.5504878049,72.8033414634,73.051195122,73.2950487805,73.5333902439,73.7672439024,73.997097561,74.2229512195,74.4443170732,74.6621707317,74.8755365854,75.0854146341,75.288804878,75.4832439024,75.6676829268,75.8461707317,76.0241219512,76.2134634146,76.4281219512,76.6755609756,76.9567560976,77.2682926829,77.5982682927,77.9323170732,78.2525853659,78.5466585366,78.8095853659,,
Caribbean small states,CSS,FALSE,,,62.3182115997,62.8152013096,63.2717177623,63.6843215464,64.0541568267,64.3831998823,64.6765917811,64.9439850692,65.1961889497,65.4418090265,65.6884766548,65.941996467,66.2037520317,66.4719449701,66.7457288819,67.0228323345,67.3008005549,67.5738412614,67.8376321022,68.090987921,68.3301631212,68.5472598764,68.7446467113,68.9194230002,69.0682051476,69.1898594853,69.2898101554,69.3794903249,69.4414621938,69.5112036555,69.5731082906,69.6285228354,69.7149903064,69.7191243041,69.7605692811,69.805081662,69.858650181,69.9876860661,69.9923310519,70.0808011202,70.1905836561,70.327238638,70.5586674373,70.6696202692,70.8698773598,71.0842235304,71.3082303343,71.5358044223,71.7614744425,71.9793680136,72.1845959119,72.3733093791,72.5454847425,72.7022728567,72.8446998092,,
Albania,ALB,FALSE,Europe & Central Asia,Upper middle income,62.2543658537,63.2734634146,64.1628536585,64.887097561,65.438195122,65.8273902439,66.0893170732,66.2872195122,66.4749512195,66.6816097561,66.9325853659,67.2388780488,67.5859512195,67.9579512195,68.3483414634,68.7412195122,69.1155121951,69.4561707317,69.7542439024,70.0096585366,70.2359756098,70.4544634146,70.6851219512,70.9373902439,71.2065365854,71.4712195122,71.6975609756,71.8619512195,71.9532926829,71.9785853659,71.9573170732,71.9184146341,71.900804878,71.9358536585,72.0419512195,72.2360243902,72.5274146341,72.898097561,73.3265853659,73.7933902439,74.2715365854,74.7325609756,75.1546097561,75.5232926829,75.8312195122,76.0816097561,76.2861219512,76.4702926829,76.6520731707,76.8403658537,77.0369512195,77.2405853659,77.4439756098,77.6404634146,77.8304634146,,
Moldova,MDA,FALSE,Europe & Central Asia,Lower middle income,61.8127804878,62.1766829268,62.544195122,62.9142439024,63.2812682927,63.6341707317,63.9584146341,64.2439756098,64.4823170732,64.6704634146,64.8073902439,64.8971219512,64.9507073171,64.979195122,64.9891463415,64.9811219512,64.9477073171,64.8923902439,64.8262195122,64.7676341463,64.7556585366,64.8332439024,65.0208292683,65.3173170732,65.7061463415,66.1477073171,66.587902439,66.9712195122,67.2556829268,67.4232926829,67.4656585366,67.3923170732,67.2454146341,67.0670487805,66.8833414634,66.7278292683,66.629097561,66.595097561,66.6303170732,66.7347804878,66.8900243902,67.0660731707,67.2363902439,67.3873902439,67.5245121951,67.6780731707,67.895902439,68.209902439,68.6300243902,69.1432926829,69.7092682927,70.271097561,70.7724878049,71.1720487805,71.4558780488,,
Antigua and Barbuda,ATG,FALSE,Latin America & Caribbean,High income,61.7827317073,62.1954146341,62.5985365854,62.9925853659,63.3785853659,63.7560731707,64.1255609756,64.4880731707,64.8421219512,65.189195122,65.5293414634,65.8620243902,66.1882682927,66.508,66.8217804878,67.1300731707,67.4333902439,67.7307560976,68.0226341463,68.3095365854,68.5919756098,68.8689512195,69.1409268293,69.4079268293,69.6704634146,69.9285121951,70.1825609756,70.4326341463,70.6797317073,70.9228292683,71.1629512195,71.4005853659,71.6347073171,71.8658536585,72.093,72.3176829268,72.5388536585,72.7575609756,72.9737804878,73.1860243902,73.3972926829,73.607097561,73.8154390244,74.0217804878,74.2261463415,74.4254390244,74.6181463415,74.8032195122,74.9791707317,75.1470243902,75.3087804878,75.4660243902,75.621804878,75.7786585366,75.9376341463,,
Tonga,TON,FALSE,East Asia & Pacific,Lower middle income,61.3645365854,61.7327073171,62.0972926829,62.4587560976,62.8151463415,63.1679756098,63.5183170732,63.8672439024,64.2122682927,64.552902439,64.885097561,65.204804878,65.5079756098,65.7950487805,66.0660243902,66.3233902439,66.5711463415,66.8153658537,67.0585609756,67.3032682927,67.55,67.7997317073,68.0494878049,68.2952926829,68.5336585366,68.7596585366,68.965902439,69.1519268293,69.315195122,69.4576829268,69.5823170732,69.6930487805,69.7972195122,69.9007317073,70.0064634146,70.1192682927,70.2385121951,70.3636829268,70.4928536585,70.6250731707,70.7604390244,70.8985853659,71.0366829268,71.1754390244,71.3144390244,71.4533414634,71.5937073171,71.737,71.883195122,72.0317560976,72.1826097561,72.3347317073,72.488,72.6403414634,72.792195122,,
Guam,GUM,FALSE,East Asia & Pacific,High income,61.2263414634,61.7252926829,62.219195122,62.707,63.1862439024,63.6574146341,64.1190243902,64.5715853659,65.0141463415,65.4467073171,65.8673170732,66.2754878049,66.6707317073,67.0530487805,67.4224390244,67.778902439,68.1224146341,68.4544390244,68.7754878049,69.0875121951,69.3905365854,69.6865365854,69.9755365854,70.2585365854,70.5355365854,70.8065365854,71.0680487805,71.3200731707,71.5645853659,71.804097561,72.044097561,72.2876097561,72.5400731707,72.8045365854,73.0839512195,73.3813170732,73.6991707317,74.034,74.3822926829,74.7384878049,75.0980243902,75.4527560976,75.7986585366,76.1312682927,76.4476829268,76.7475365854,77.0325609756,77.3074146341,77.5757317073,77.8395609756,78.1008780488,78.3595853659,78.6175121951,78.8725121951,79.1260243902,,
Qatar,QAT,FALSE,Middle East & North Africa,High income,61.2060731707,61.967804878,62.7300243902,63.4922439024,64.2529268293,65.0075853659,65.7537317073,66.4838536585,67.1899512195,67.8670243902,68.5070487805,69.1035121951,69.6559268293,70.1652439024,70.6324634146,71.0605609756,71.453,71.8167804878,72.1583902439,72.4828536585,72.7916585366,73.0873658537,73.3669756098,73.632,73.882,74.1194390244,74.3428536585,74.5537317073,74.7520487805,74.9388292683,75.1160731707,75.2822926829,75.4404878049,75.5901463415,75.7327804878,75.869902439,76.0024878049,76.1305365854,76.2555609756,76.3770487805,76.4955121951,76.6074390244,76.7133170732,76.8146829268,76.9160731707,77.0235365854,77.1456097561,77.2868536585,77.4487560976,77.629804878,77.8255121951,78.027804878,78.2276585366,78.4184878049,78.596804878,,
Panama,PAN,FALSE,Latin America & Caribbean,Upper middle income,60.8817073171,61.3975121951,61.8963658537,62.3767804878,62.8402195122,63.2901219512,63.7323658537,64.1743902439,64.6236097561,65.082,65.5545853659,66.0443902439,66.5484878049,67.0599756098,67.5739512195,68.0819512195,68.5735365854,69.0427560976,69.483097561,69.8920731707,70.2681707317,70.6133170732,70.9354634146,71.2396341463,71.5293414634,71.8076585366,72.0746829268,72.331,72.5771707317,72.8157317073,73.0462439024,73.2712682927,73.4907317073,73.7055121951,73.9154878049,74.1215121951,74.3254146341,74.5250487805,74.7208292683,74.9136585366,75.1019756098,75.2852926829,75.4626829268,75.6353170732,75.8037560976,75.9716341463,76.141,76.3144634146,76.4935853659,76.6769512195,76.8636341463,77.0516829268,77.2370487805,77.4192195122,77.5951463415,,
Azerbaijan,AZE,FALSE,Europe & Central Asia,Upper middle income,60.8362439024,61.2391707317,61.6445853659,62.052,62.4574146341,62.8618292683,63.2672682927,63.6687317073,64.0567073171,64.4186829268,64.7346097561,64.9814390244,65.1481219512,65.2341707317,65.2435853659,65.1874390244,65.0822926829,64.9532195122,64.8287560976,64.7279512195,64.6813170732,64.7164390244,64.8307317073,65.008097561,65.225902439,65.4277804878,65.5413414634,65.5259268293,65.3691463415,65.0892682927,64.7463658537,64.4241463415,64.2072439024,64.1540243902,64.2815853659,64.5758292683,64.994,65.4623902439,65.9233658537,66.3554878049,66.7582439024,67.1502926829,67.5610731707,68.0036829268,68.470195122,68.9372682927,69.3752439024,69.7565121951,70.0639512195,70.2936829268,70.4513170732,70.551804878,70.6239512195,70.6905853659,70.7632195122,,
Barbados,BRB,FALSE,Latin America & Caribbean,High income,60.7380487805,61.215097561,61.6961707317,62.1822682927,62.6728780488,63.1610243902,63.6386341463,64.0987317073,64.5352682927,64.9457804878,65.3312439024,65.6951707317,66.0440731707,66.3824878049,66.7143902439,67.040804878,67.3622195122,67.6771463415,67.9845609756,68.2844634146,68.5773658537,68.8637804878,69.1436829268,69.4166097561,69.6840243902,69.9449512195,70.2013658537,70.4517804878,70.6966829268,70.9365853659,71.1719512195,71.4033414634,71.6312195122,71.854097561,72.0724878049,72.2843902439,72.488804878,72.6842195122,72.8706585366,73.0485853659,73.2195121951,73.3839268293,73.5463170732,73.7071707317,73.8680243902,74.0303414634,74.1931219512,74.3564146341,74.519195122,74.6824878049,74.8452926829,75.0081463415,75.1710243902,75.3339512195,75.4964146341,,
"Macedonia, FYR",MKD,FALSE,Europe & Central Asia,Upper middle income,60.622804878,61.2493902439,61.8604634146,62.4595121951,63.0494634146,63.6317317073,64.2047317073,64.7639756098,65.3024634146,65.8147073171,66.2927804878,66.7312439024,67.1256829268,67.4737073171,67.7754146341,68.0248536585,68.219097561,68.3636341463,68.4714634146,68.5585609756,68.6504390244,68.7736097561,68.944,69.1690487805,69.4466341463,69.7636585366,70.0949512195,70.4129512195,70.6976341463,70.942,71.1476341463,71.3256585366,71.4947317073,71.6709268293,71.8603170732,72.066804878,72.2922926829,72.5291463415,72.7703414634,73.0104634146,73.242195122,73.4557560976,73.6473414634,73.8155121951,73.9607560976,74.088902439,74.2067317073,74.3229512195,74.4463902439,74.5789512195,74.7226341463,74.8745121951,75.0312682927,75.1870487805,75.3423902439,,
Costa Rica,CRI,FALSE,Latin America & Caribbean,Upper middle income,60.576195122,61.2885609756,61.9837804878,62.6497560976,63.2794878049,63.8689268293,64.4205853659,64.9460243902,65.4563170732,65.9594878049,66.4626097561,66.9717073171,67.4893170732,68.0174634146,68.5591707317,69.1194146341,69.703195122,70.306,70.9193170732,71.532195122,72.130195122,72.697902439,73.2233414634,73.6970731707,74.1146097561,74.4734390244,74.7760487805,75.0353902439,75.2628780488,75.4684878049,75.6586829268,75.8419268293,76.0202195122,76.1975365854,76.3763414634,76.5586097561,76.741804878,76.9224146341,77.0969268293,77.2643658537,77.4226829268,77.5708780488,77.7094634146,77.8404634146,77.9653658537,78.0866585366,78.207804878,78.3303170732,78.4577317073,78.5926097561,78.7360487805,78.8901707317,79.0535365854,79.2252195122,79.4027073171,,
Kuwait,KWT,FALSE,Middle East & North Africa,High income,60.400195122,61.1443414634,61.8484878049,62.512097561,63.137195122,63.7257560976,64.2792926829,64.7998292683,65.2918780488,65.7574634146,66.1991219512,66.6163902439,67.0107804878,67.384804878,67.7414634146,68.0867804878,68.4242439024,68.7583170732,69.0884878049,69.4172195122,69.7434878049,70.066804878,70.3831463415,70.6874878049,70.9772926829,71.2485365854,71.4992195122,71.727804878,71.9333170732,72.1177317073,72.2815609756,72.4267804878,72.5569512195,72.6755365854,72.7855853659,72.888097561,72.9850731707,73.0750243902,73.1589512195,73.2388536585,73.3137560976,73.3856829268,73.4531219512,73.5180731707,73.583,73.6514146341,73.7262682927,73.81,73.9031463415,74.006195122,74.1166341463,74.2335121951,74.3518536585,74.4696829268,74.5850243902,,
Guyana,GUY,FALSE,Latin America & Caribbean,Upper middle income,60.2787317073,60.462097561,60.647,60.830902439,61.0122926829,61.1871707317,61.3475121951,61.4912926829,61.6159756098,61.7225121951,61.8133414634,61.892902439,61.9676829268,62.0421707317,62.1203902439,62.2034146341,62.2902926829,62.3796097561,62.4684390244,62.5572926829,62.6436097561,62.7273414634,62.807902439,62.8858292683,62.963195122,63.0411463415,63.1228536585,63.2104878049,63.3051463415,63.4093658537,63.5231707317,63.6485121951,63.7832439024,63.9252439024,64.0733902439,64.2256585366,64.3794634146,64.532804878,64.6846341463,64.8319268293,64.9731463415,65.1077560976,65.2352926829,65.3577560976,65.4736585366,65.5825121951,65.6848780488,65.7797560976,65.8701463415,65.957,66.0427073171,66.1291463415,66.2172682927,66.3100243902,66.4064146341,,
Bosnia and Herzegovina,BIH,FALSE,Europe & Central Asia,Upper middle income,60.2762195122,60.9415853659,61.5679756098,62.1623414634,62.7336829268,63.292,63.8448536585,64.3972926829,64.9498536585,65.5044878049,66.0616341463,66.6212195122,67.1751463415,67.7133902439,68.2269268293,68.7002682927,69.116902439,69.4729268293,69.7679512195,70.0075853659,70.2135853659,70.4172682927,70.6371707317,70.8786829268,71.1325609756,71.3515853659,71.4743658537,71.4639268293,71.3182439024,71.0656585366,70.7832195122,70.572804878,70.5180487805,70.6691219512,71.0295121951,71.566097561,72.208804878,72.8587317073,73.4372926829,73.9096341463,74.2607317073,74.5009268293,74.6755853659,74.8243658537,74.9594878049,75.0935365854,75.2314390244,75.3714878049,75.5119756098,75.6573658537,75.8076829268,75.9629268293,76.1201707317,76.2769268293,76.4332439024,,
Belize,BLZ,FALSE,Latin America & Caribbean,Upper middle income,59.9613658537,60.5127804878,61.0743414634,61.6460487805,62.2248292683,62.8061219512,63.3853414634,63.9543902439,64.5077073171,65.039195122,65.5462682927,66.0263170732,66.480902439,66.912097561,67.324,67.7187560976,68.102097561,68.4781463415,68.8470243902,69.2087560976,69.5663658537,69.9197560976,70.2642682927,70.5892682927,70.8831707317,71.1313658537,71.3173414634,71.4305853659,71.4656097561,71.4184878049,71.2837317073,71.0544146341,70.7466097561,70.3823902439,69.9862926829,69.5887804878,69.219804878,68.9018536585,68.653902439,68.4895121951,68.4188780488,68.4441219512,68.5443658537,68.6971219512,68.8848292683,69.0863658537,69.2794878049,69.452,69.5942195122,69.7030731707,69.7820487805,69.8436829268,69.9051463415,69.9820487805,70.0774390244,,
Grenada,GRD,FALSE,Latin America & Caribbean,Upper middle income,59.8159268293,60.2495121951,60.670097561,61.0766829268,61.4712682927,61.8533414634,62.2229268293,62.5810243902,62.9266341463,63.2622439024,63.5878780488,63.9035121951,64.2096585366,64.5078292683,64.797,65.0791707317,65.3533658537,65.6185609756,65.8767560976,66.1269512195,66.3696585366,66.6058780488,66.8355853659,67.059804878,67.2780243902,67.4907560976,67.6984878049,67.9007317073,68.0974878049,68.2897560976,68.4750243902,68.653804878,68.8256097561,68.9913902439,69.154195122,69.3175121951,69.4863170732,69.6616341463,69.8474634146,70.0442926829,70.2516097561,70.4679268293,70.6907317073,70.9160243902,71.142804878,71.372097561,71.605902439,71.8447560976,72.0871463415,72.3300731707,72.5675121951,72.7934146341,73.0022682927,73.1935609756,73.3663170732,,
Sri Lanka,LKA,FALSE,South Asia,Lower middle income,59.7471463415,60.126804878,60.5115853659,60.9205121951,61.3635121951,61.840902439,62.345,62.8540487805,63.3514146341,63.8294634146,64.2816829268,64.704195122,65.1016097561,65.4794634146,65.8427073171,66.2071707317,66.592195122,67.0026097561,67.4368292683,67.8827804878,68.3093658537,68.678,68.9623170732,69.149097561,69.2441463415,69.2759512195,69.2875365854,69.3217317073,69.4031707317,69.5343414634,69.6794878049,69.780195122,69.7964146341,69.7167317073,69.5659756098,69.4186097561,69.3727317073,69.5046585366,69.8506585366,70.4018536585,71.1063902439,71.8778292683,72.6101463415,73.2223170732,73.6802926829,73.9735609756,74.1245365854,74.1941219512,74.2387317073,74.2802926829,74.3392439024,74.4245609756,74.5312439024,74.6538292683,74.794804878,,
Suriname,SUR,FALSE,Latin America & Caribbean,Upper middle income,59.6801219512,60.047,60.4084390244,60.7704634146,61.1360243902,61.5065121951,61.8792682927,62.2477073171,62.6063414634,62.9506829268,63.2774146341,63.5802926829,63.8604390244,64.1204878049,64.3638536585,64.6013414634,64.8436829268,65.0990731707,65.369902439,65.6531463415,65.9404390244,66.2174390244,66.4704878049,66.6902926829,66.8730487805,67.0202926829,67.1391219512,67.2393902439,67.3304878049,67.4178536585,67.5018780488,67.5804878049,67.6510731707,67.7120731707,67.7639756098,67.8057317073,67.8343414634,67.8518780488,67.8664146341,67.8864878049,67.9291707317,68.0119756098,68.1439756098,68.3296341463,68.5659756098,68.846,69.1567317073,69.4790731707,69.795,70.092902439,70.3627317073,70.5993902439,70.8063170732,70.99,71.1514390244,,
Malaysia,MYS,FALSE,East Asia & Pacific,Upper middle income,59.4753414634,60.0543902439,60.6166829268,61.160195122,61.6849512195,62.1904878049,62.6763658537,63.1446585366,63.5984634146,64.037804878,64.4632195122,64.8757073171,65.2752195122,65.6627560976,66.037804878,66.4018780488,66.7544634146,67.0960731707,67.427195122,67.7488536585,68.0605365854,68.3642439024,68.6594634146,68.9477073171,69.2279756098,69.5007560976,69.7665609756,70.0253902439,70.2757317073,70.520097561,70.7574878049,70.9888780488,71.2142926829,71.4352195122,71.6506585366,71.8631219512,72.0726097561,72.2791219512,72.4816585366,72.6792195122,72.8677804878,73.0433170732,73.2038292683,73.3492926829,73.4812195122,73.6006097561,73.7114390244,73.8182682927,73.9260731707,74.0384146341,74.1577804878,74.2867560976,74.4233170732,74.5675121951,74.7182926829,,
"Venezuela, RB",VEN,FALSE,Latin America & Caribbean,Upper middle income,59.2851219512,59.8625609756,60.4303170732,60.9858292683,61.5290731707,62.0620731707,62.588804878,63.1118292683,63.6302439024,64.1416341463,64.639097561,65.1147560976,65.5621463415,65.9763414634,66.3573658537,66.7072195122,67.0308536585,67.336195122,67.6281707317,67.9082682927,68.174,68.4204146341,68.6445365854,68.8433414634,69.0197804878,69.1748536585,69.3120243902,69.4382195122,69.5603170732,69.6871707317,69.8286097561,69.9944146341,70.1880243902,70.4094390244,70.6562195122,70.9269268293,71.2157073171,71.5122682927,71.8053902439,72.0862682927,72.3461219512,72.5756097561,72.7752682927,72.9445609756,73.0864390244,73.2033170732,73.3010487805,73.388902439,73.4762439024,73.568,73.6716097561,73.7916585366,73.9257317073,74.0744146341,74.236195122,,
Vietnam,VNM,FALSE,East Asia & Pacific,Lower middle income,59.0670243902,59.744195122,60.4105365854,61.0430243902,61.6071463415,61.9967804878,62.0873902439,61.8420487805,61.2930487805,60.5256829268,59.7370487805,59.1742439024,59.0216097561,59.3812195122,60.2534390244,61.5363658537,63.0428536585,64.5267073171,65.7963414634,66.7725121951,67.4336585366,67.8304634146,68.0938780488,68.3327317073,68.5841219512,68.8685365854,69.185902439,69.5095853659,69.8225121951,70.124195122,70.418195122,70.7080731707,70.9954634146,71.2824146341,71.5684878049,71.8522195122,72.1315609756,72.4035121951,72.6645121951,72.9135365854,73.1485853659,73.3695853659,73.5765609756,73.7725365854,73.9590243902,74.1381219512,74.3123658537,74.4838536585,74.653097561,74.8226097561,74.9903658537,75.156804878,75.3193902439,75.477,75.6291219512,,
Uzbekistan,UZB,FALSE,Europe & Central Asia,Lower middle income,58.8855365854,59.2975365854,59.7130243902,60.1300243902,60.5465365854,60.9570487805,61.3575853659,61.7441219512,62.1111707317,62.4562195122,62.7742682927,63.061804878,63.3203414634,63.5558780488,63.7748780488,63.9878780488,64.207804878,64.4426829268,64.6980243902,64.973902439,65.2723902439,65.5926097561,65.9221219512,66.2439268293,66.542,66.7852195122,66.9424390244,67.0025121951,66.9683414634,66.851902439,66.6841707317,66.5062682927,66.3592682927,66.2722682927,66.258804878,66.3168292683,66.4317804878,66.5711219512,66.7087804878,66.8333170732,66.9407804878,67.0292682927,67.1083658537,67.1866097561,67.2650243902,67.3470487805,67.4351463415,67.5312195122,67.634195122,67.7445609756,67.8612926829,67.9814146341,68.1019756098,68.222,68.3390243902,,
Mauritius,MUS,FALSE,Sub-Saharan Africa,Upper middle income,58.7452195122,59.7483658537,60.626902439,61.3576585366,61.9349512195,62.3582926829,62.6387073171,62.8153170732,62.9316829268,63.020195122,63.1180487805,63.2533414634,63.4399512195,63.6855365854,63.9999756098,64.3905365854,64.8556341463,65.3724390244,65.9133170732,66.4557804878,66.9653902439,67.4073902439,67.7653658537,68.0376097561,68.2303658537,68.3706829268,68.4993658537,68.6555121951,68.8630243902,69.1240243902,69.4048780488,69.956097561,70.0585365854,70.1073170732,70.1585365854,70.3258536585,70.3229268293,70.4048780488,70.6073170732,70.9609756098,71.6634146341,71.7658536585,71.9658536585,72.121300813,72.2767479675,72.432195122,72.432195122,72.5707317073,72.5707317073,72.8824390244,72.9673170732,73.2668292683,73.8634146341,74.0170731707,74.1943902439,,
New Caledonia,NCL,FALSE,East Asia & Pacific,High income,58.6390243902,59.0390243902,59.4390243902,59.887804878,60.3365853659,60.7853658537,61.2341463415,61.6829268293,62.1317073171,62.5804878049,63.0292682927,63.4780487805,63.9268292683,64.3756097561,64.8243902439,65.2731707317,65.7219512195,66.1707317073,66.3036585366,66.4365853659,66.5695121951,66.7024390244,66.9195121951,68.587804878,68.0634146341,68.7658536585,69.0634146341,69.4268292683,69.4536585366,69.0853658537,70.4853658537,70.3585365854,71.6146341463,71.656097561,70.6731707317,72.0097560976,71.9975609756,71.7390243902,74.3756097561,73.8756097561,75.1634146341,74.8317073171,75.1024390244,75.2707317073,75.5146341463,75.1682926829,76.4609756098,75.9463414634,76.456097561,76.9658536585,77.4731707317,76.7268292683,77.1219512195,77.3219512195,77.5731707317,,
